"","Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location"
"1792","CORNSFSLIB-X","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1793","CORNSFSLIB-Z","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1794","CORNSFSLIB-F","CORN MOLIB      ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal "
"1795","CORNGGFBTH2-C1","CORN MOBTH SPOT ","-0.25","2020-02-26","Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1796","CORNGGFBTH2-G","CORN MOBTH      ","-0.25","2020-02-26","Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1797","CORNGGFBTH2-H","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1798","CORNGGFBTH2-J","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1799","CORNGGFBTH2-K","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1800","CORNGGFBTH2-M","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1801","CORNGGFBTH2-N","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1802","CORNGGFBTH2-Q","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1803","CORNGGFBTH2-U","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","""Bethany, MO-64424""                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1804","CORNGGFBTH2-V","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1805","CORNGGFBTH2-X","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1806","CORNGGFBTH2-Z","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1807","CORNGGFBTH2-F","CORN MOBTH      ",NA,NA,"Gage Fertilizer ","Gage Fertilizer and Grain                                                       ","19765 West 320th St                                                             ","Bethany         ","Corn            ","""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ","CORN MO Bethany "
"1808","CORNMMEMBN-C1","CORN MOMBN SPOT ","0.12","2020-02-03","MidMissouriEnrgy","Mid-Missouri Energy                                                             ","15311 N. Saline 65 Hwy.                                                         ","Malta Bend      ","Corn            ","""Malta Bend, MO - 65339.  Phone - 888-6632-676""                                 ","CORN MO Malta Be"
