Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNMFASBU-K,CORN MOSBU MAY20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-M,CORN MOSBU JUN20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-N,CORN MOSBU JUL20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-Q,CORN MOSBU AUG20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-U,CORN MOSBU SEP20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-V,CORN MOSBU OCT20,-0.35,2/27/2020,MFA             ,MFA                                                                             ,"Salisbury, MO - 65281                                                           ",Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-X,CORN MOSBU NOV20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-Z,CORN MOSBU DEC20,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMFASBU-F,CORN MOSBU JAN21,NA,NA,MFA             ,MFA                                                                             ,304 W Front St                                                                  ,Salisbury       ,Corn            ,"""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ",CORN MO Salisbur
CORNMGBSCT-C1,CORN MOSCT SPOT ,0.05,2/27/2020,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-G,CORN MOSCT FEB20,0.05,2/27/2020,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-H,CORN MOSCT MAR20,0.1,2/27/2020,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-J,CORN MOSCT APR20,NA,NA,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-K,CORN MOSCT MAY20,NA,NA,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-M,CORN MOSCT JUN20,NA,NA,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-N,CORN MOSCT JUL20,NA,NA,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-Q,CORN MOSCT AUG20,NA,NA,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
CORNMGBSCT-U,CORN MOSCT SEP20,NA,NA,Midwest Grain   ,Midwest Grain and Barge                                                         ,179 Rushing Rd                                                                  ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ",CORN MO ScottCit
