Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBRCGNRB-G,SOYB MONRB FEB20,-0.25,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-H,SOYB MONRB MAR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-J,SOYB MONRB APR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-K,SOYB MONRB MAY20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-M,SOYB MONRB JUN20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-N,SOYB MONRB JUL20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-Q,SOYB MONRB AUG20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-U,SOYB MONRB SEP20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-V,SOYB MONRB OCT20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-X,SOYB MONRB NOV20,-0.7,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-Z,SOYB MONRB DEC20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBRCGNRB-F,SOYB MONRB JAN21,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,101 S Cherry St                                                                 ,Norborne        ,Soybeans        ,"""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ",SOYB MO Norborne
SOYBADMNOV-C1,SOYB MONOV SPOT ,-0.12,2/27/2020,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-G,SOYB MONOV FEB20,-0.12,2/27/2020,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-H,SOYB MONOV MAR20,-0.12,2/27/2020,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-J,SOYB MONOV APR20,-0.21,2/27/2020,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-K,SOYB MONOV MAY20,-0.2,2/27/2020,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-M,SOYB MONOV JUN20,-0.27,2/27/2020,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-N,SOYB MONOV JUL20,NA,NA,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-Q,SOYB MONOV AUG20,NA,NA,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
SOYBADMNOV-U,SOYB MONOV SEP20,NA,NA,ADM             ,ADM                                                                             ,-                                                                               ,Novelty         ,Soybeans        ,"""Novelty, MO - 63460.  Phone - 800-6783-323""                                    ",SOYB MO Novelty 
